"cbsa23","state","stab","CBSAName23","pop20","afact"
"37940","18","IN","Peru, IN",35962,1 
"37950","26","MI","Petoskey, MI",34112,1 
"37980","10","DE","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",570719,0.0914 
"37980","24","MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",103725,0.0166 
"37980","34","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1352476,0.2166 
"37980","42","PA","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4218131,0.6754 
"38060","04","AZ","Phoenix-Mesa-Chandler, AZ",4845832,1 
"38100","28","MS","Picayune, MS",56145,1 
"38180","46","SD","Pierre, SD",20745,1 
"38210","21","KY","Pikeville, KY",94611,1 
"38220","05","AR","Pine Bluff, AR",74810,1 
"38240","37","NC","Pinehurst-Southern Pines, NC",99727,1 
"38260","20","KS","Pittsburg, KS",38972,1 
"38300","42","PA","Pittsburgh, PA",2457000,1 
"38340","25","MA","Pittsfield, MA",129026,1 
"38380","48","TX","Plainview, TX",37924,1 
"38420","55","WI","Platteville, WI",51938,1 
"38460","36","NY","Plattsburgh, NY",79843,1 
"38500","18","IN","Plymouth, IN",46095,1 
"38540","16","ID","Pocatello, ID",87018,1 
"38620","40","OK","Ponca City, OK",43700,1 
"38660","72","PR","Ponce, PR",278477,1 
"38700","17","IL","Pontiac, IL",35815,1 
"38740","29","MO","Poplar Bluff, MO",42130,1 
"38820","53","WA","Port Angeles, WA",77155,1 
"38860","23","ME","Portland-South Portland, ME",551740,1 
"38900","41","OR","Portland-Vancouver-Hillsboro, OR-WA",1997512,0.7949 
"38900","53","WA","Portland-Vancouver-Hillsboro, OR-WA",515347,0.2051 
"38920","48","TX","Port Lavaca, TX",20106,1 
"38940","12","FL","Port St. Lucie, FL",487657,1 
"39020","39","OH","Portsmouth, OH",74008,1 
"39040","53","WA","Port Townsend, WA",32977,1 
"39060","42","PA","Pottsville, PA",143049,1 
"39150","04","AZ","Prescott Valley-Prescott, AZ",236209,1 
"39220","49","UT","Price, UT",20412,1 
"39300","25","MA","Providence-Warwick, RI-MA",579200,0.3455 
"39300","44","RI","Providence-Warwick, RI-MA",1097379,0.6545 
"39340","49","UT","Provo-Orem-Lehi, UT",671185,1 
"39380","08","CO","Pueblo, CO",168162,1 
"39420","53","WA","Pullman, WA",47973,1 
"39460","12","FL","Punta Gorda, FL",186847,1 
"39500","17","IL","Quincy, IL-MO",65737,0.8676 
"39500","29","MO","Quincy, IL-MO",10032,0.1324 
"39540","55","WI","Racine-Mount Pleasant, WI",197727,1 
"39580","37","NC","Raleigh-Cary, NC",1413982,1 
"39660","46","SD","Rapid City, SD",147392,1 
"39700","48","TX","Raymondville, TX",20164,1 
"39740","42","PA","Reading, PA",428849,1 
"39780","06","CA","Red Bluff, CA",65829,1 
"39820","06","CA","Redding, CA",182155,1 
"39860","27","MN","Red Wing, MN",47582,1 
"39900","32","NV","Reno, NV",549831,1 
"39940","16","ID","Rexburg, ID",66301,1 
"39960","55","WI","Rice Lake, WI",46711,1 
"39980","18","IN","Richmond, IN",66553,1 
"40060","51","VA","Richmond, VA",1314434,1 
"40080","21","KY","Richmond-Berea, KY",122901,1 
"40090","08","CO","Rifle, CO",79043,1 
"40100","48","TX","Rio Grande City-Roma, TX",65920,1 
"40140","06","CA","Riverside-San Bernardino-Ontario, CA",4599839,1 
"40180","56","WY","Riverton, WY",39234,1 
"40220","51","VA","Roanoke, VA",315251,1 
"40260","37","NC","Roanoke Rapids, NC",66093,1 
"40300","17","IL","Rochelle, IL",51788,1 
"40340","27","MN","Rochester, MN",226329,1 
"40380","36","NY","Rochester, NY",1065361,1 
"40420","17","IL","Rockford, IL",338798,1 
"40460","37","NC","Rockingham, NC",42946,1 
"40540","56","WY","Rock Springs, WY",42272,1 
"40580","37","NC","Rocky Mount, NC",143870,1 
"40620","29","MO","Rolla, MO",44638,1 
"40660","13","GA","Rome, GA",98584,1 
"40700","41","OR","Roseburg, OR",111201,1 
"40740","35","NM","Roswell, NM",65157,1 
"40760","35","NM","Ruidoso, NM",20269,1 
"40770","01","AL","Russellville, AL",32113,1 
"40780","05","AR","Russellville, AR",83644,1 
"40820","22","LA","Ruston, LA",48396,1 
"40860","50","VT","Rutland, VT",60572,1 
"40900","06","CA","Sacramento-Roseville-Folsom, CA",2397382,1 
"40940","04","AZ","Safford, AZ",38533,1 
"40980","26","MI","Saginaw, MI",190124,1 
"41060","27","MN","St. Cloud, MN",199671,1 
"41100","49","UT","St. George, UT",180279,1 
"41140","20","KS","St. Joseph, MO-KS",7510,0.0618 
"41140","29","MO","St. Joseph, MO-KS",113957,0.9382 
"41180","17","IL","St. Louis, MO-IL",682761,0.2421 
"41180","29","MO","St. Louis, MO-IL",2137492,0.7579 
"41260","42","PA","St. Marys, PA",30990,1 
"41400","39","OH","Salem, OH",101877,1 
"41420","41","OR","Salem, OR",433353,1 
"41460","20","KS","Salina, KS",60038,1 
"41500","06","CA","Salinas, CA",439035,1 
"41540","24","MD","Salisbury, MD",128208,1 
"41620","49","UT","Salt Lake City-Murray, UT",1257936,1 
"41660","48","TX","San Angelo, TX",121516,1 
"41700","48","TX","San Antonio-New Braunfels, TX",2558143,1 
"41740","06","CA","San Diego-Chula Vista-Carlsbad, CA",3298634,1 
"41760","16","ID","Sandpoint, ID",47110,1 
"41780","39","OH","Sandusky, OH",115986,1 
"41820","37","NC","Sanford, NC",63285,1 
"41860","06","CA","San Francisco-Oakland-Fremont, CA",4749008,1 
"41940","06","CA","San Jose-Sunnyvale-Santa Clara, CA",2000468,1 
"41980","72","PR","San Juan-Bayam�n-Caguas, PR",2081265,1 
"42020","06","CA","San Luis Obispo-Paso Robles, CA",282424,1 
"42100","06","CA","Santa Cruz-Watsonville, CA",270861,1 
"42140","35","NM","Santa Fe, NM",154823,1 
"42200","06","CA","Santa Maria-Santa Barbara, CA",448229,1 
"42220","06","CA","Santa Rosa-Petaluma, CA",488863,1 
"42300","26","MI","Sault Ste. Marie, MI",36785,1 
"42340","13","GA","Savannah, GA",404798,1 
"42380","42","PA","Sayre, PA",59967,1 
"42420","31","NE","Scottsbluff, NE",36758,1 
"42460","01","AL","Scottsboro, AL",52579,1 
"42540","42","PA","Scranton--Wilkes-Barre, PA",567559,1 
"42580","10","DE","Seaford, DE",237378,1 
"42620","05","AR","Searcy, AR",76822,1 
"42660","53","WA","Seattle-Tacoma-Bellevue, WA",4018762,1 
"42680","12","FL","Sebastian-Vero Beach-West Vero Corridor, FL",159788,1 
"42700","12","FL","Sebring, FL",101235,1 
"42740","29","MO","Sedalia, MO",42980,1 
"42780","42","PA","Selinsgrove, PA",39736,1 
"42820","01","AL","Selma, AL",38462,1 
"42860","45","SC","Seneca, SC",78607,1 
"42900","36","NY","Seneca Falls, NY",33814,1 
"42940","47","TN","Sevierville, TN",98380,1 
"42980","18","IN","Seymour, IN",46428,1 
"43020","55","WI","Shawano, WI",45136,1 
"43060","40","OK","Shawnee, OK",72454,1 
"43100","55","WI","Sheboygan, WI",118034,1 
"43140","37","NC","Shelby-Kings Mountain, NC",99519,1 
"43180","47","TN","Shelbyville, TN",50237,1 
"43220","53","WA","Shelton, WA",65726,1 
"43260","56","WY","Sheridan, WY",30921,1 
"43300","48","TX","Sherman-Denison, TX",135543,1 
"43320","04","AZ","Show Low, AZ",106717,1 
"43340","22","LA","Shreveport-Bossier City, LA",393406,1 
"43380","39","OH","Sidney, OH",48230,1 
"43420","04","AZ","Sierra Vista-Douglas, AZ",125447,1 
"43460","29","MO","Sikeston, MO",50636,1 
"43500","35","NM","Silver City, NM",28185,1 
"43580","19","IA","Sioux City, IA-NE-SD",105941,0.734 
"43580","31","NE","Sioux City, IA-NE-SD",21582,0.1495 
"43580","46","SD","Sioux City, IA-NE-SD",16811,0.1165 
"43620","27","MN","Sioux Falls, SD-MN",9704,0.0339 
"43620","46","SD","Sioux Falls, SD-MN",276730,0.9661 
"43640","22","LA","Slidell-Mandeville-Covington, LA",264570,1 
"43660","48","TX","Snyder, TX",16932,1 
"43700","21","KY","Somerset, KY",65034,1 
"43740","42","PA","Somerset, PA",74129,1 
"43760","06","CA","Sonora, CA",55620,1 
"43780","18","IN","South Bend-Mishawaka, IN-MI",272912,0.841 
"43780","26","MI","South Bend-Mishawaka, IN-MI",51589,0.159 
"43890","55","WI","Sparta, WI",46274,1 
"43900","45","SC","Spartanburg, SC",355241,1 
"43940","46","SD","Spearfish, SD",25768,1 
"43980","19","IA","Spencer, IA",16384,1 
"44020","19","IA","Spirit Lake, IA",17703,1 
"44060","53","WA","Spokane-Spokane Valley, WA",585784,1 
"44100","17","IL","Springfield, IL",208640,1 
"44140","25","MA","Springfield, MA",465825,1 
"44180","29","MO","Springfield, MO",475432,1 
"44220","39","OH","Springfield, OH",136001,1 
"44260","28","MS","Starkville, MS",61714,1 
"44300","42","PA","State College, PA",158172,1 
"44340","13","GA","Statesboro, GA",91873,1 
"44420","51","VA","Staunton-Stuarts Draft, VA",125433,1 
"44460","08","CO","Steamboat Springs, CO",38121,1 
"44500","48","TX","Stephenville, TX",42545,1 
"44540","08","CO","Sterling, CO",21528,1 
"44580","17","IL","Sterling, IL",55691,1 
"44620","55","WI","Stevens Point-Plover, WI",70377,1 
"44660","40","OK","Stillwater, OK",81646,1 
"44700","06","CA","Stockton-Lodi, CA",779233,1 
"44740","19","IA","Storm Lake, IA",20823,1 
"44780","26","MI","Sturgis, MI",60939,1 
"44860","48","TX","Sulphur Springs, TX",36787,1 
"44900","13","GA","Summerville, GA",24965,1 
"44940","45","SC","Sumter, SC",105556,1 
"44980","42","PA","Sunbury, PA",109783,1 
"45000","06","CA","Susanville, CA",32730,1 
"45020","48","TX","Sweetwater, TX",14738,1 
"45060","36","NY","Syracuse, NY",662057,1 
"45140","40","OK","Tahlequah, OK",47078,1 
"45180","01","AL","Talladega-Sylacauga, AL",92536,1 
"45220","12","FL","Tallahassee, FL",384298,1 
"45300","12","FL","Tampa-St. Petersburg-Clearwater, FL",3175275,1 
"45340","35","NM","Taos, NM",34489,1 
"45380","17","IL","Taylorville, IL",34032,1 
"45460","18","IN","Terre Haute, IN",168875,1 
"45500","05","AR","Texarkana, TX-AR",54626,0.3703 
"45500","48","TX","Texarkana, TX-AR",92893,0.6297 
"45520","41","OR","The Dalles, OR",26670,1 
"45580","13","GA","Thomaston, GA",27700,1 
"45620","13","GA","Thomasville, GA",72034,1 
"45660","39","OH","Tiffin, OH",55069,1 
"45700","13","GA","Tifton, GA",50350,1 
"45740","13","GA","Toccoa, GA",26784,1 
"45780","39","OH","Toledo, OH",606240,1 
"45820","20","KS","Topeka, KS",233152,1 
"45880","48","TX","Town of Pecos, TX",14748,1 
"45900","26","MI","Traverse City, MI",153448,1 
"45940","34","NJ","Trenton-Princeton, NJ",387340,1 
"45980","01","AL","Troy, AL",33009,1 
"46020","06","CA","Truckee-Grass Valley, CA",102241,1 
"46060","04","AZ","Tucson, AZ",1043433,1 
"46100","47","TN","Tullahoma-Manchester, TN",64350,1 
"46140","40","OK","Tulsa, OK",1015331,1 
"46180","28","MS","Tupelo, MS",132214,1 
"46220","01","AL","Tuscaloosa, AL",268674,1 
"46300","16","ID","Twin Falls, ID",114283,1 
"46340","48","TX","Tyler, TX",233479,1 
"46380","06","CA","Ukiah, CA",91601,1 
"46460","47","TN","Union City, TN",30787,1 
"46500","39","OH","Urbana, OH",38714,1 
"46520","15","HI","Urban Honolulu, HI",1016508,1 
"46540","36","NY","Utica-Rome, NY",292264,1 
"46580","72","PR","Utuado, PR",28287,1 
"46620","48","TX","Uvalde, TX",24564,1 
"46660","13","GA","Valdosta, GA",148126,1 
"46700","06","CA","Vallejo, CA",453491,1 
"46780","39","OH","Van Wert, OH",28931,1 
"46820","46","SD","Vermillion, SD",14967,1 
"46860","49","UT","Vernal, UT",35620,1 
"46900","48","TX","Vernon, TX",12887,1 
"46980","28","MS","Vicksburg, MS",44722,1 
"47020","48","TX","Victoria, TX",98331,1 
"47080","13","GA","Vidalia, GA",35640,1 
"47180","18","IN","Vincennes, IN",36282,1 
"47220","34","NJ","Vineland, NJ",154152,1 
"47240","25","MA","Vineyard Haven, MA",20600,1 
"47260","37","NC","Virginia Beach-Chesapeake-Norfolk, VA-NC",48933,0.0275 
"47260","51","VA","Virginia Beach-Chesapeake-Norfolk, VA-NC",1731126,0.9725 
"47300","06","CA","Visalia, CA",473117,1 
"47340","18","IN","Wabash, IN",30976,1 
"47380","48","TX","Waco, TX",295782,1 
"47420","27","MN","Wahpeton, ND-MN",6506,0.2824 
"47420","38","ND","Wahpeton, ND-MN",16529,0.7176 
"47460","53","WA","Walla Walla, WA",62584,1 
"47540","39","OH","Wapakoneta, OH",46422,1 
"47580","13","GA","Warner Robins, GA",191614,1 
"47620","42","PA","Warren, PA",38587,1 
"47660","29","MO","Warrensburg, MO",54013,1 
"47700","18","IN","Warsaw, IN",80240,1 
"47780","18","IN","Washington, IN",33381,1 
"47820","37","NC","Washington, NC",44652,1 
"47900","11","DC","Washington-Arlington-Alexandria, DC-VA-MD-WV",689545,0.1098 
"47900","24","MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",2467596,0.393 
"47900","51","VA","Washington-Arlington-Alexandria, DC-VA-MD-WV",3063700,0.488 
"47900","54","WV","Washington-Arlington-Alexandria, DC-VA-MD-WV",57701,0.0092 
"47920","39","OH","Washington Court House, OH",28951,1 
"47940","19","IA","Waterloo-Cedar Falls, IA",168461,1 
"47980","46","SD","Watertown, SD",28325,1 
"48020","55","WI","Watertown-Fort Atkinson, WI",84900,1 
"48060","36","NY","Watertown-Fort Drum, NY",116721,1 
"48140","55","WI","Wausau, WI",138013,1 
"48180","13","GA","Waycross, GA",55967,1 
"48200","37","NC","Waynesville, NC",62089,1 
"48220","40","OK","Weatherford, OK",39437,1 
"48260","39","OH","Weirton-Steubenville, WV-OH",65249,0.5581 
"48260","54","WV","Weirton-Steubenville, WV-OH",51654,0.4419 
"48300","53","WA","Wenatchee-East Wenatchee, WA",122012,1 
"48460","29","MO","West Plains, MO",39750,1 
"48540","39","OH","Wheeling, WV-OH",66497,0.4766 
"48540","54","WV","Wheeling, WV-OH",73016,0.5234 
"48580","55","WI","Whitewater-Elkhorn, WI",106478,1 
"48620","20","KS","Wichita, KS",647610,1 
"48660","48","TX","Wichita Falls, TX",148128,1 
"48680","12","FL","Wildwood-The Villages, FL",129752,1 
"48700","42","PA","Williamsport, PA",114188,1 
"48780","38","ND","Williston, ND",40950,1 
"48820","27","MN","Willmar, MN",43732,1 
"48900","37","NC","Wilmington, NC",422598,1 
"48940","39","OH","Wilmington, OH",42018,1 
"48980","37","NC","Wilson, NC",78784,1 
"49010","47","TN","Winchester, TN",42774,1 
"49020","51","VA","Winchester, VA-WV",119539,0.8381 
"49020","54","WV","Winchester, VA-WV",23093,0.1619 
"49080","32","NV","Winnemucca, NV",17285,1 
"49100","27","MN","Winona, MN",49671,1 
"49180","37","NC","Winston-Salem, NC",675966,1 
"49220","55","WI","Wisconsin Rapids-Marshfield, WI",74207,1 
"49260","40","OK","Woodward, OK",20470,1 
"49300","39","OH","Wooster, OH",116894,1 
"49340","25","MA","Worcester, MA",862111,1 
"49380","27","MN","Worthington, MN",22290,1 
"49420","53","WA","Yakima, WA",256728,1 
"49460","46","SD","Yankton, SD",23310,1 
"49620","42","PA","York-Hanover, PA",456438,1 
"49660","39","OH","Youngstown-Warren, OH",430591,1 
"49700","06","CA","Yuba City, CA",181208,1 
"49740","04","AZ","Yuma, AZ",203881,1 
"49780","39","OH","Zanesville, OH",86410,1 
"49820","48","TX","Zapata, TX",13889,1 
"99999","01","AL","[not in any CBSA]",409621,0.019 
"99999","02","AK","[not in any CBSA]",193205,0.009 
"99999","04","AZ","[not in any CBSA]",92141,0.0043 
"99999","05","AR","[not in any CBSA]",578991,0.0269 
"99999","06","CA","[not in any CBSA]",258762,0.012 
"99999","08","CO","[not in any CBSA]",275501,0.0128 
"99999","09","CT","[not in any CBSA]",3607033,0.1674 
"99999","12","FL","[not in any CBSA]",307241,0.0143 
"99999","13","GA","[not in any CBSA]",722033,0.0335 
"99999","16","ID","[not in any CBSA]",140102,0.0065 
"99999","17","IL","[not in any CBSA]",620682,0.0288 
"99999","18","IN","[not in any CBSA]",456355,0.0212 
"99999","19","IA","[not in any CBSA]",750399,0.0348 
"99999","20","KS","[not in any CBSA]",420721,0.0195 
"99999","21","KY","[not in any CBSA]",798289,0.0371 
"99999","22","LA","[not in any CBSA]",313745,0.0146 
"99999","23","ME","[not in any CBSA]",423639,0.0197 
"99999","24","MD","[not in any CBSA]",81297,0.0038 
"99999","26","MI","[not in any CBSA]",705005,0.0327 
"99999","27","MN","[not in any CBSA]",486034,0.0226 
"99999","28","MS","[not in any CBSA]",574400,0.0267 
"99999","29","MO","[not in any CBSA]",817987,0.038 
"99999","30","MT","[not in any CBSA]",344905,0.016 
"99999","31","NE","[not in any CBSA]",329673,0.0153 
"99999","32","NV","[not in any CBSA]",31246,0.0015 
"99999","33","NH","[not in any CBSA]",81375,0.0038 
"99999","35","NM","[not in any CBSA]",95119,0.0044 
"99999","36","NY","[not in any CBSA]",385743,0.0179 
"99999","37","NC","[not in any CBSA]",693724,0.0322 
"99999","38","ND","[not in any CBSA]",192469,0.0089 
"99999","39","OH","[not in any CBSA]",477169,0.0222 
"99999","40","OK","[not in any CBSA]",548349,0.0255 
"99999","41","OR","[not in any CBSA]",62985,0.0029 
"99999","42","PA","[not in any CBSA]",367719,0.0171 
"99999","45","SC","[not in any CBSA]",314746,0.0146 
"99999","46","SD","[not in any CBSA]",211061,0.0098 
"99999","47","TN","[not in any CBSA]",549935,0.0255 
"99999","48","TX","[not in any CBSA]",1296350,0.0602 
"99999","49","UT","[not in any CBSA]",141223,0.0066 
"99999","50","VT","[not in any CBSA]",126854,0.0059 
"99999","51","VA","[not in any CBSA]",824431,0.0383 
"99999","53","WA","[not in any CBSA]",148107,0.0069 
"99999","54","WV","[not in any CBSA]",441956,0.0205 
"99999","55","WI","[not in any CBSA]",646323,0.03 
"99999","56","WY","[not in any CBSA]",126460,0.0059 
"99999","72","PR","[not in any CBSA]",70256,0.0033 
